10	FEDERAL RESOURCES reports earnings for Qtr to Oct 31	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71738F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*FEDERAL RESOURCES\nQtr to Oct 31\n1986\n1985\nRevenue\n44,000\n107,000\nNet loss\n214,000\n759,000\n6mo rev\n123,000\n455,000\nNet loss\n544,000\n1,014,000\nThe company is listed on the Boston Stock Exchange.\n*3*** COMPANY REPORTS **\n*3*FEDERAL RESOURCES\nQtr to Oct 31\n1986\n1985\nRevenue\n44,000\n107,000\nNet loss\n214,000\n759,000\n6mo rev\n123,000\n455,000\nNet loss\n544,000\n1,014,000\nThe company is listed on the Boston Stock Exchange.
11	FEDERATED GROUP reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71438F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*FEDERATED GROUP (OTC)\nQtr to Nov 30\n1986\n1985\nSales\n106,530,000\n89,251,000\nNet loss\n575,000\nb2,811,000\nShare earns\n-\n.26\n9mo sales\n293,584,000\n241,126,000\nNet inc\n808,000\n8,300,000\nShare earns\n.07\n.76\n*3*** COMPANY REPORTS **\n*3*FEDERATED GROUP (OTC)\nQtr to Nov 30\n1986\n1985\nSales\n106,530,000\n89,251,000\nNet loss\n575,000\nb2,811,000\nShare earns\n-\n.26\n9mo sales\n293,584,000\n241,126,000\nNet inc\n808,000\n8,300,000\nShare earns\n.07\n.76\nb-Net income
12	FRIES ENTERTAINMENT reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71538F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*FRIES ENTERTAINMENT (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n10,146,000\n4,858,000\nNet loss\nb1,256,000\nc473,000\nShare earns\n-\n.09\nShares outst\n5,267,500\n5,202,000\n6mo rev\n15,981,000\n9,428,000\nNet loss\n1,370,000\nc678,000\nShare earns\n-\n.13\n*3*** COMPANY REPORTS **\n*3*FRIES ENTERTAINMENT (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n10,146,000\n4,858,000\nNet loss\nb1,256,000\nc473,000\nShare earns\n-\n.09\nShares outst\n5,267,500\n5,202,000\n6mo rev\n15,981,000\n9,428,000\nNet loss\n1,370,000\nc678,000\nShare earns\n-\n.13\nb-Includes a $3 million reserve and a $400,000 writeoff.\nc-Net income
13	GUEST SUPPLY reports earnings for Qtr to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71238F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*GUEST SUPPLY (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n9,211,000\n5,672,000\nNet loss\n513,000\nb549,000\nShare earns\n-\n.24\nShares outst\n2,720,000\n2,333,000\nYr sales\n33,162,000\n18,084,000\nNet inc\n812,000\n1,235,000\nShare earns\n.31\n.68\nShares outst\n2,582,000\n1,824,000\n*3*** COMPANY REPORTS **\n*3*GUEST SUPPLY (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n9,211,000\n5,672,000\nNet loss\n513,000\nb549,000\nShare earns\n-\n.24\nShares outst\n2,720,000\n2,333,000\nYr sales\n33,162,000\n18,084,000\nNet inc\n812,000\n1,235,000\nShare earns\n.31\n.68\nShares outst\n2,582,000\n1,824,000\nb-Net income
14	HUMANA INC reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71338F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*HUMANA INC (NYSE)\nQtr to Nov 30\n1986\n1985\nRevenue\n927,707,000\n802,721,000\nNet inc\n40,164,000\n56,056,000\nShare earns\n.41\n.57\nShares outst\n102,923,607\n102,951,464\n*3*** COMPANY REPORTS **\n*3*HUMANA INC (NYSE)\nQtr to Nov 30\n1986\n1985\nRevenue\n927,707,000\n802,721,000\nNet inc\n40,164,000\n56,056,000\nShare earns\n.41\n.57\nShares outst\n102,923,607\n102,951,464
15	INTERNATIONAL CLINICAL LABOFRATORIES reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71038F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*INTERNATIONAL CLINICAL LABOFRATORIES (OTC)\nQtr to Nov 30\n1986\n1985\nRevenue\n45,582,000\n39,608,000\nNet inc\n247,000\n739,000\nShare earns\n.03\n.10\nShares outst\n7,709,000\n7,381,000\n*3*** COMPANY REPORTS **\n*3*INTERNATIONAL CLINICAL LABOFRATORIES (OTC)\nQtr to Nov 30\n1986\n1985\nRevenue\n45,582,000\n39,608,000\nNet inc\n247,000\n739,000\nShare earns\n.03\n.10\nShares outst\n7,709,000\n7,381,000
16	INTERSTATE BAKERIES reports earnings for 12wks to Nov 15	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71138F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*INTERSTATE BAKERIES (NYSE)\n12wks to Nov 15\n1986\n1985\nSales\n172,219,000\n167,668,000\nNet inc\nb3,486,000\nc3,922,000\nShare earns\n.45\n.53\n24wk sales\n341,919,000\n334,537,000\nNet inc\nb6,546,000\nc5,753,000\nShare earns\n.85\n.77\n*3*** COMPANY REPORTS **\n*3*INTERSTATE BAKERIES (NYSE)\n12wks to Nov 15\n1986\n1985\nSales\n172,219,000\n167,668,000\nNet inc\nb3,486,000\nc3,922,000\nShare earns\n.45\n.53\n24wk sales\n341,919,000\n334,537,000\nNet inc\nb6,546,000\nc5,753,000\nShare earns\n.85\n.77\nb-After extraordinary losses of $2,035,000 and $2,421,000 for the quarter and 6 months, respectively, from investment tax credit repeal.\nc-After an extraordinary tax benefit of $2,440,000 and extraordinary charge of $109,000 for the quarter, and extraordinary tax benefit of $1,544,000 and extraordinary credit of $670,000 for the 6 months.\nShare earnings reflect a 3-for-2 stock split Oct. 31.
17	MSI ELECTRONICS reports earnings for Year to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71E38F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*MSI ELECTRONICS (OTC)\nYear to Sept 30\n1986\n1985\nSales\n2,533,615\n2,513,423\nNet inc\nb580,521\n376,227\nShare earns\n.43\n.27\nb-Includes a gain of 7 cents a share on the sale of certain operations.\n*3*** COMPANY REPORTS **\n*3*MSI ELECTRONICS (OTC)\nYear to Sept 30\n1986\n1985\nSales\n2,533,615\n2,513,423\nNet inc\nb580,521\n376,227\nShare earns\n.43\n.27\nb-Includes a gain of 7 cents a share on the sale of certain operations.
18	NATIONAL SEMICONDUCTOR reports earnings for 12wk to Dec 14	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71F38F932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*NATIONAL SEMICONDUCTOR (NYSE)\n12wk to Dec 14\n1986\n1985\nSales\n456,800,000\n349,200,000\nNet loss\n5,700,000\nb38,300,000\nShares outst\n91,200,000\n89,500,000\n28wk sales\n957,900,000\n758,000,000\nNet loss\n7,100,000\nb45,000,000\nShares outst\n91,000,000\n89,400,000\n*3*** COMPANY REPORTS **\n*3*NATIONAL SEMICONDUCTOR (NYSE)\n12wk to Dec 14\n1986\n1985\nSales\n456,800,000\n349,200,000\nNet loss\n5,700,000\nb38,300,000\nShares outst\n91,200,000\n89,500,000\n28wk sales\n957,900,000\n758,000,000\nNet loss\n7,100,000\nb45,000,000\nShares outst\n91,000,000\n89,400,000\nb-Includes an extraordinary credit of $2.2 million for the quarter and 28 weeks. The 28 weeks also includes a cumulative effect of an accounting change of $51.2 million.\nThe second quarter results include a provision of approximately $7.5 million related to reductions in employment which were initiated during the quarter.\nThe results for fiscal year 1986 were restated due to a retroactive change made in the fourth quarter of fiscal year 1986 in National's method of recognizing revenue on distributor shipments.
19	PREMIER RESOURCES LTD reports earnings for Qtr to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7163BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*PREMIER RESOURCES LTD (AMEX)\nQtr to Sept 30\n1986\n1985\nRevenue\n708,000\n1,800,000\nNet loss\nb1,374,000\nc2,452,000\nYr rev\n3,863,000\n6,373,000\nNet loss\nb2,131,000\nc3,550,000\nb-After a loss on disposal of discontinued operations of $713,000 for the quarter and the year.\n*3*** COMPANY REPORTS **\n*3*PREMIER RESOURCES LTD (AMEX)\nQtr to Sept 30\n1986\n1985\nRevenue\n708,000\n1,800,000\nNet loss\nb1,374,000\nc2,452,000\nYr rev\n3,863,000\n6,373,000\nNet loss\nb2,131,000\nc3,550,000\nb-After a loss on disposal of discontinued operations of $713,000 for the quarter and the year.\nc-After losses from discontinued operations of $211,000 for the quarter and $835,000 for the year, and a loss of $2,675,000 on disposal of discontinued operations for the quarter and year.
20	RAGEN CORP ??????  reports earnings for Qtr to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7173BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*RAGEN CORP ?????? (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n6,581,422\n6,850,525\nNet loss\nb141,953\nc476,469\nYr sales\n27,841,389\n30,683,858\nNet loss\nb839,737\nc689,075\n*3*** COMPANY REPORTS **\n*3*RAGEN CORP ?????? (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n6,581,422\n6,850,525\nNet loss\nb141,953\nc476,469\nYr sales\n27,841,389\n30,683,858\nNet loss\nb839,737\nc689,075
21	SOUTHERN CO reports earnings for 12mo Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7143BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*SOUTHERN CO (NYSE)\n12mo Nov 30\n1986\n1985\nRevenue\n6,875,939,000\n6,731,156,000\nNet inc\n870,774,000\n835,015,000\nShare earns\n3.14\n3.24\nShares outst\n277,561,193\n257,974,066\n*3*** COMPANY REPORTS **\n*3*SOUTHERN CO (NYSE)\n12mo Nov 30\n1986\n1985\nRevenue\n6,875,939,000\n6,731,156,000\nNet inc\n870,774,000\n835,015,000\nShare earns\n3.14\n3.24\nShares outst\n277,561,193\n257,974,066
22	SOUTHWESTERN PUBLIC SERVFICE reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7153BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*SOUTHWESTERN PUBLIC SERVFICE (NYSE)\nQtr to Nov 30\n1986\n1985\nRevenue\n183,757,000\n199,028,000\nNet inc\n20,845,000\n25,514,000\nShare earns\n.46\n.57\nYr rev\n792,985,000\n825,229,000\nNet inc\n116,584,000\n113,492,000\nShare earns\n2.64\n2.59\n*3*** COMPANY REPORTS **\n*3*SOUTHWESTERN PUBLIC SERVFICE (NYSE)\nQtr to Nov 30\n1986\n1985\nRevenue\n183,757,000\n199,028,000\nNet inc\n20,845,000\n25,514,000\nShare earns\n.46\n.57\nYr rev\n792,985,000\n825,229,000\nNet inc\n116,584,000\n113,492,000\nShare earns\n2.64\n2.59
23	TECHNICAL COMMUNICATIONS reports earnings for Year to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7123BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*TECHNICAL COMMUNICATIONS\nYear to Sept 30\n1986\n1985\nSales\n2,572,000\n5,271,000\nNet loss\n1,190,000\nb337,000\nShare earns\n-\n.29\nb-Net income\n*3*** COMPANY REPORTS **\n*3*TECHNICAL COMMUNICATIONS\nYear to Sept 30\n1986\n1985\nSales\n2,572,000\n5,271,000\nNet loss\n1,190,000\nb337,000\nShare earns\n-\n.29\nb-Net income
24	TRANZONIC COS reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7133BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*TRANZONIC COS (AMEX)\nQtr to Nov 30\n1986\n1985\nSales\n14,643,600\n13,542,700\nNet inc\n604,073\n581,977\nShare earns\n.51\n.48\nShares outst\n1,186,458\n1,221,549\n9mo sales\n43,387,300\n41,016,900\nNet inc\n1,746,106\n1,711,065\nShare earns\n1.46\n1.40\nShares outst\n1,195,422\n1,223,029\n*3*** COMPANY REPORTS **\n*3*TRANZONIC COS (AMEX)\nQtr to Nov 30\n1986\n1985\nSales\n14,643,600\n13,542,700\nNet inc\n604,073\n581,977\nShare earns\n.51\n.48\nShares outst\n1,186,458\n1,221,549\n9mo sales\n43,387,300\n41,016,900\nNet inc\n1,746,106\n1,711,065\nShare earns\n1.46\n1.40\nShares outst\n1,195,422\n1,223,029
25	UNITED FOODS reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7103BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*UNITED FOODS (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n29,910,000\n43,251,000\nNet loss\n31,000\n213,000\n9mo rev\n83,395,000\n117,830,000\nNet inc\n484,000\nb209,000\nShare earns\n.04\n-\nb-Net loss\n*3*** COMPANY REPORTS **\n*3*UNITED FOODS (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n29,910,000\n43,251,000\nNet loss\n31,000\n213,000\n9mo rev\n83,395,000\n117,830,000\nNet inc\n484,000\nb209,000\nShare earns\n.04\n-\nb-Net loss
26	UNITED SAVINGS ASSN reports earnings for Qtr to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7113BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*UNITED SAVINGS ASSN\nQtr to Sept 30\n1986\n1985\nNet inc\nb125,580\n14,421\nShare earns\n.16\n.04\nYr rev\n6,640,808\n2,515,358\nNet inc\n315,046\nc145,978\nShare earns\n.45\n-\nb-Includes a gain of $42,978 from a tax credit.\n*3*** COMPANY REPORTS **\n*3*UNITED SAVINGS ASSN\nQtr to Sept 30\n1986\n1985\nNet inc\nb125,580\n14,421\nShare earns\n.16\n.04\nYr rev\n6,640,808\n2,515,358\nNet inc\n315,046\nc145,978\nShare earns\n.45\n-\nb-Includes a gain of $42,978 from a tax credit.\nc-Net loss The prior year results include certain pre-opening expenses allocated to the association's first fiscal year.
27	VISIONTECH INC reports earnings for Year to Oct 24	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71E3BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*VISIONTECH INC (OTC)\nYear to Oct 24\n1986\n1985\nSales\n1,273,000\n2,571,000\nNet loss\n1,618,000\n6,711,000\nShares outst\n10,923,705\n10,855,428\n*3*** COMPANY REPORTS **\n*3*VISIONTECH INC (OTC)\nYear to Oct 24\n1986\n1985\nSales\n1,273,000\n2,571,000\nNet loss\n1,618,000\n6,711,000\nShares outst\n10,923,705\n10,855,428
28	VISUAL TECHNOLOGY reports earnings for Qtr to Sept 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71F3BF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*VISUAL TECHNOLOGY (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n6,059,000\n4,432,000\nNet loss\nb5,402,000\n17,334,000\nYr sales\n21,581,000\n24,626,000\nNet loss\nb3,664,000\n33,288,000\nb-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year.\n*3*** COMPANY REPORTS **\n*3*VISUAL TECHNOLOGY (OTC)\nQtr to Sept 30\n1986\n1985\nSales\n6,059,000\n4,432,000\nNet loss\nb5,402,000\n17,334,000\nYr sales\n21,581,000\n24,626,000\nNet loss\nb3,664,000\n33,288,000\nb-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year.
29	WILTON ENTERPRISES reports earnings for Qtr to Oct 31	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7163AF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*WILTON ENTERPRISES (OTC)\nQtr to Oct 31\n1986\n1985\nSales\n13,389,000\n16,657,000\nNet inc\nb2,006,000\n1,431,000\nShare earns\n.54\n.39\nb-After a tax credit of $891,000.\n*3*** COMPANY REPORTS **\n*3*WILTON ENTERPRISES (OTC)\nQtr to Oct 31\n1986\n1985\nSales\n13,389,000\n16,657,000\nNet inc\nb2,006,000\n1,431,000\nShare earns\n.54\n.39\nb-After a tax credit of $891,000.
30	WINGS WEST AIRLINES reports earnings for Qtr to Oct 31	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7173AF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*WINGS WEST AIRLINES\nQtr to Oct 31\n1986\n1985\nRevenue\n7,990,000\n5,911,000\nNet inc\n2,000\nb109,000\nShare earns\n-\n.03\n6mo rev\n14,615,000\n13,282,000\nNet loss\n997,000\nc1,172,000\nShare earns\n-\n.36\nb-After a tax credit of $50,000.\n*3*** COMPANY REPORTS **\n*3*WINGS WEST AIRLINES\nQtr to Oct 31\n1986\n1985\nRevenue\n7,990,000\n5,911,000\nNet inc\n2,000\nb109,000\nShare earns\n-\n.03\n6mo rev\n14,615,000\n13,282,000\nNet loss\n997,000\nc1,172,000\nShare earns\n-\n.36\nb-After a tax credit of $50,000.\nc-Net income and after a tax credit of $539,000.
31	WOLF (HOWARD B) (A) reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7143AF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*WOLF (HOWARD B) (A)\nQtr to Nov 30\n1986\n1985\nSales\n1,964,409\n2,020,628\nNet inc\n9,934\n11,776\nShare earns\n.01\n.01\n6mo sales\n4,205,225\n4,043,405\nNet inc\n27,487\n24,134\nShare earns\n.03\n.02\n*3*** COMPANY REPORTS **\n*3*WOLF (HOWARD B) (A)\nQtr to Nov 30\n1986\n1985\nSales\n1,964,409\n2,020,628\nNet inc\n9,934\n11,776\nShare earns\n.01\n.01\n6mo sales\n4,205,225\n4,043,405\nNet inc\n27,487\n24,134\nShare earns\n.03\n.02
32	WTC INTERNATIONAL reports earnings for Qtr to Nov 30	1987-01-01	http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7153AF932A35752C0A961948260	LEAD:\n*3*** COMPANY REPORTS **\n*3*WTC INTERNATIONAL (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n55,812,000\n47,258,000\nNet inc\n1,349,000\n164,000\nShare earns\n.16\n.02\n9mo rev\n148,839,000\n132,311,000\nNet inc\n901,000\n1,282,000\nShare earns\n.11\n.15\n*3*** COMPANY REPORTS **\n*3*WTC INTERNATIONAL (AMEX)\nQtr to Nov 30\n1986\n1985\nRevenue\n55,812,000\n47,258,000\nNet inc\n1,349,000\n164,000\nShare earns\n.16\n.02\n9mo rev\n148,839,000\n132,311,000\nNet inc\n901,000\n1,282,000\nShare earns\n.11\n.15
